sorting,domain,item_picture,basic_level_concept,basic_level_concept_prod_freq,superordinate_category,superordinate_category_prod_freq,feature_name,feature_sensorimotor_dominant,feature_prod_freq,feature_occ,feature_total_prod_freq,feature_distinct,feature_cv
a013350,living,rhinoceros,rhino,100,animal,89,rough,haptic,6,33,83,0.030,0.072
a013357,living,rhinoceros,rhino,100,animal,89,skin,haptic,3,37,242,0.027,0.012
a013352,living,rhinoceros,rhino,100,animal,89,strong,visual,5,72,310,0.014,0.016
a013345,living,rhinoceros,rhino,100,animal,89,tail,visual,11,41,643,0.024,0.017
a013349,living,rhinoceros,rhino,100,animal,89,tough,haptic,6,26,47,0.038,0.128
a013356,living,rhinoceros,rhino,100,animal,89,wrinkle,visual,3,14,30,0.071,0.100
a013423,nonliving,ring,ring,100,jewelry,75,accessory,visual,3,22,30,0.045,0.100
a013419,nonliving,ring,ring,100,jewelry,75,band,auditory,4,15,78,0.067,0.051
a013422,nonliving,ring,ring,100,jewelry,75,circle,visual,3,39,64,0.026,0.047
a013411,nonliving,ring,ring,100,jewelry,75,circular,visual,7,29,57,0.034,0.123
a013406,nonliving,ring,ring,100,jewelry,75,diamond,visual,12,4,20,0.250,0.600
a013414,nonliving,ring,ring,100,jewelry,75,engage,visual,6,1,6,1.000,1.000
a013403,nonliving,ring,ring,100,jewelry,75,expensive,visual,16,37,114,0.027,0.140
a013418,nonliving,ring,ring,100,jewelry,75,fancy,visual,4,27,60,0.037,0.067
a013404,nonliving,ring,ring,100,jewelry,75,finger,haptic,13,15,163,0.067,0.080
a013413,nonliving,ring,ring,100,jewelry,75,gem,visual,6,3,16,0.333,0.375
a013421,nonliving,ring,ring,100,jewelry,75,gift,visual,3,4,10,0.250,0.300
a013402,nonliving,ring,ring,100,jewelry,75,gold,visual,22,20,111,0.050,0.198
a013407,nonliving,ring,ring,100,jewelry,75,jewel,visual,11,6,68,0.167,0.162
a013410,nonliving,ring,ring,100,jewelry,75,marriage,visual,7,2,8,0.500,0.875
a013400,nonliving,ring,ring,100,jewelry,75,metal,visual,31,100,2252,0.010,0.014
a013408,nonliving,ring,ring,100,jewelry,75,pearl,visual,10,2,52,0.500,0.192
a013416,nonliving,ring,ring,100,jewelry,75,precious,visual,5,3,9,0.333,0.556
a013399,nonliving,ring,ring,100,jewelry,75,round,visual,38,120,1208,0.008,0.031
a013405,nonliving,ring,ring,100,jewelry,75,shine,visual,12,65,197,0.015,0.061
a013401,nonliving,ring,ring,100,jewelry,75,small,visual,23,180,1681,0.006,0.014
a013409,nonliving,ring,ring,100,jewelry,75,stone,visual,7,6,36,0.167,0.194
a013417,nonliving,ring,ring,100,jewelry,75,symbol,visual,4,8,35,0.125,0.114
a013415,nonliving,ring,ring,100,jewelry,75,valuable,visual,5,9,20,0.111,0.250
a013420,nonliving,ring,ring,100,jewelry,75,wear,haptic,3,32,145,0.031,0.021
a013412,nonliving,ring,ring,100,jewelry,75,wedding,visual,6,3,8,0.333,0.750
a013461,nonliving,rocking_chair,chair,81,furniture,88,arm,haptic,9,17,49,0.059,0.184
a013471,nonliving,rocking_chair,chair,81,furniture,88,armrest,haptic,4,2,10,0.500,0.400
a013470,nonliving,rocking_chair,chair,81,furniture,88,baby,visual,4,7,48,0.143,0.083
a013463,nonliving,rocking_chair,chair,81,furniture,88,back,visual,8,8,39,0.125,0.205
a013467,nonliving,rocking_chair,chair,81,furniture,88,brown,visual,5,93,455,0.011,0.011
a013460,nonliving,rocking_chair,chair,81,furniture,88,comfort,interoceptive,9,29,169,0.034,0.053
a013477,nonliving,rocking_chair,chair,81,furniture,88,comfy,haptic,3,11,31,0.091,0.097
a013476,nonliving,rocking_chair,chair,81,furniture,88,curve,visual,3,28,72,0.036,0.042
a013475,nonliving,rocking_chair,chair,81,furniture,88,fun,interoceptive,3,52,219,0.019,0.014
a013474,nonliving,rocking_chair,chair,81,furniture,88,grandma,visual,3,2,4,0.500,0.750
a013469,nonliving,rocking_chair,chair,81,furniture,88,hard,haptic,4,139,560,0.007,0.007
a013466,nonliving,rocking_chair,chair,81,furniture,88,leg,visual,5,65,662,0.015,0.008
a013462,nonliving,rocking_chair,chair,81,furniture,88,move,visual,8,54,121,0.019,0.066
a013459,nonliving,rocking_chair,chair,81,furniture,88,old,visual,9,65,179,0.015,0.050
a013458,nonliving,rocking_chair,chair,81,furniture,88,relax,interoceptive,9,20,41,0.050,0.220
a013454,nonliving,rocking_chair,chair,81,furniture,88,rock,visual,55,6,78,0.167,0.705
a013465,nonliving,rocking_chair,chair,81,furniture,88,rocker,visual,7,1,7,1.000,1.000
a013457,nonliving,rocking_chair,chair,81,furniture,88,seat,haptic,18,15,187,0.067,0.096
a013464,nonliving,rocking_chair,chair,81,furniture,88,sit,visual,7,13,74,0.077,0.095
a013468,nonliving,rocking_chair,chair,81,furniture,88,soothe,interoceptive,4,3,6,0.333,0.667
a013473,nonliving,rocking_chair,chair,81,furniture,88,sturdy,visual,3,84,242,0.012,0.012
a013472,nonliving,rocking_chair,chair,81,furniture,88,sway,visual,3,3,6,0.333,0.500
a013456,nonliving,rocking_chair,chair,81,furniture,88,wood,visual,28,68,807,0.015,0.035
a013455,nonliving,rocking_chair,chair,81,furniture,88,wooden,visual,38,53,810,0.019,0.047
a013531,nonliving,roller_skate,skate,65,toy,43,danger,interoceptive,6,53,274,0.019,0.022
a013528,nonliving,roller_skate,skate,65,toy,43,fast,visual,16,86,614,0.012,0.026
a013530,nonliving,roller_skate,skate,65,toy,43,foot,visual,6,58,241,0.017,0.025
a013541,nonliving,roller_skate,skate,65,toy,43,footwear,visual,3,4,9,0.250,0.333
a013529,nonliving,roller_skate,skate,65,toy,43,fun,interoceptive,15,52,219,0.019,0.068
a013535,nonliving,roller_skate,skate,65,toy,43,hard,haptic,5,139,560,0.007,0.009
a013540,nonliving,roller_skate,skate,65,toy,43,key,visual,3,10,161,0.100,0.019
a013537,nonliving,roller_skate,skate,65,toy,43,kid,visual,4,16,44,0.063,0.091
a013539,nonliving,roller_skate,skate,65,toy,43,leather,visual,3,27,336,0.037,0.009
a013526,nonliving,roller_skate,skate,65,toy,43,metal,visual,20,100,2252,0.010,0.009
a013534,nonliving,roller_skate,skate,65,toy,43,old,visual,5,65,179,0.015,0.028
a013533,nonliving,roller_skate,skate,65,toy,43,rink,visual,5,1,5,1.000,1.000
a013527,nonliving,roller_skate,skate,65,toy,43,roll,visual,17,13,102,0.077,0.167
a013532,nonliving,roller_skate,skate,65,toy,43,shoe,visual,5,8,33,0.125,0.152
a013538,nonliving,roller_skate,skate,65,toy,43,skate,visual,3,2,5,0.500,0.600
a013536,nonliving,roller_skate,skate,65,toy,43,small,visual,4,180,1681,0.006,0.002
a013525,nonliving,roller_skate,skate,65,toy,43,strap,visual,39,12,139,0.083,0.281
a013524,nonliving,roller_skate,skate,65,toy,43,wheel,visual,68,17,485,0.059,0.140
a013616,nonliving,rolling_pin,pin,95,kitchen,27,bake,olfactory,9,9,47,0.111,0.191
a013622,nonliving,rolling_pin,pin,95,kitchen,27,bread,gustatory,3,6,85,0.167,0.035
a013619,nonliving,rolling_pin,pin,95,kitchen,27,cook,olfactory,4,17,123,0.059,0.033
a013612,nonliving,rolling_pin,pin,95,kitchen,27,cylinder,visual,16,34,97,0.029,0.165
a013613,nonliving,rolling_pin,pin,95,kitchen,27,dough,haptic,15,2,19,0.500,0.789
a013608,nonliving,rolling_pin,pin,95,kitchen,27,flat,visual,20,67,308,0.015,0.065
a013621,nonliving,rolling_pin,pin,95,kitchen,27,food,gustatory,3,57,212,0.018,0.014
a013605,nonliving,rolling_pin,pin,95,kitchen,27,handle,haptic,36,65,1126,0.015,0.032
a013617,nonliving,rolling_pin,pin,95,kitchen,27,hard,haptic,6,139,560,0.007,0.011
a013611,nonliving,rolling_pin,pin,95,kitchen,27,heavy,haptic,16,109,772,0.009,0.021
a013615,nonliving,rolling_pin,pin,95,kitchen,27,long,visual,11,128,1235,0.008,0.009
a013606,nonliving,rolling_pin,pin,95,kitchen,27,roll,visual,33,13,102,0.077,0.324
a013620,nonliving,rolling_pin,pin,95,kitchen,27,roller,visual,3,4,7,0.250,0.429
a013610,nonliving,rolling_pin,pin,95,kitchen,27,round,visual,18,120,1208,0.008,0.015
a013614,nonliving,rolling_pin,pin,95,kitchen,27,smooth,haptic,11,166,381,0.006,0.029
a013618,nonliving,rolling_pin,pin,95,kitchen,27,useful,visual,4,164,392,0.006,0.010
a013609,nonliving,rolling_pin,pin,95,kitchen,27,wood,visual,19,68,807,0.015,0.024
a013607,nonliving,rolling_pin,pin,95,kitchen,27,wooden,visual,31,53,810,0.019,0.038
a013659,living,rooster,rooster,71,animal,50,beak,visual,24,13,244,0.077,0.098
a013671,living,rooster,rooster,71,animal,50,bird,visual,6,12,55,0.083,0.109
a013670,living,rooster,rooster,71,animal,50,chicken,gustatory,6,4,11,0.250,0.545
a013675,living,rooster,rooster,71,animal,50,claw,visual,4,20,142,0.050,0.028
a013681,living,rooster,rooster,71,animal,50,cluck,auditory,3,2,15,0.500,0.200
a013680,living,rooster,rooster,71,animal,50,cocky,auditory,3,1,3,1.000,1.000
a013679,living,rooster,rooster,71,animal,50,color,visual,3,73,478,0.014,0.006
a013665,living,rooster,rooster,71,animal,50,comb,haptic,8,5,26,0.200,0.308
a013661,living,rooster,rooster,71,animal,50,crow,visual,13,2,14,0.500,0.929
a013664,living,rooster,rooster,71,animal,50,egg,gustatory,9,13,49,0.077,0.184
a013667,living,rooster,rooster,71,animal,50,farm,visual,7,14,82,0.071,0.085
a013678,living,rooster,rooster,71,animal,50,fast,visual,3,86,614,0.012,0.005
a013658,living,rooster,rooster,71,animal,50,feather,visual,49,11,452,0.091,0.108
a013674,living,rooster,rooster,71,animal,50,food,gustatory,4,57,212,0.018,0.019
a013669,living,rooster,rooster,71,animal,50,foot,visual,6,58,241,0.017,0.025
a013677,living,rooster,rooster,71,animal,50,hen,visual,3,1,3,1.000,1.000
a013673,living,rooster,rooster,71,animal,50,leg,visual,5,65,662,0.015,0.008
a013660,living,rooster,rooster,71,animal,50,loud,auditory,23,62,595,0.016,0.039
a013663,living,rooster,rooster,71,animal,50,male,visual,10,10,28,0.100,0.357
a013672,living,rooster,rooster,71,animal,50,morning,visual,5,5,9,0.200,0.556
a013666,living,rooster,rooster,71,animal,50,noise,auditory,7,53,121,0.019,0.058
a013676,living,rooster,rooster,71,animal,50,proud,interoceptive,3,6,13,0.167,0.231
a013668,living,rooster,rooster,71,animal,50,red,visual,6,43,709,0.023,0.008
a013662,living,rooster,rooster,71,animal,50,wing,visual,11,20,403,0.050,0.027
a013761,nonliving,ruler,ruler,98,tool,52,accurate,visual,4,5,9,0.200,0.444
a013756,nonliving,ruler,ruler,98,tool,52,centimeter,visual,6,1,6,1.000,1.000
a013760,nonliving,ruler,ruler,98,tool,52,flat,visual,5,67,308,0.015,0.016
a013759,nonliving,ruler,ruler,98,tool,52,foot,visual,5,58,241,0.017,0.021
a013763,nonliving,ruler,ruler,98,tool,52,hard,haptic,3,139,560,0.007,0.005
a013749,nonliving,ruler,ruler,98,tool,52,inch,visual,22,1,22,1.000,1.000
a013755,nonliving,ruler,ruler,98,tool,52,length,visual,6,12,25,0.083,0.240
a013754,nonliving,ruler,ruler,98,tool,52,line,visual,7,18,32,0.056,0.219
a013747,nonliving,ruler,ruler,98,tool,52,long,visual,28,128,1235,0.008,0.023
a013762,nonliving,ruler,ruler,98,tool,52,mark,visual,3,5,9,0.200,0.333
a013745,nonliving,ruler,ruler,98,tool,52,measure,visual,44,4,47,0.250,0.936
a013746,nonliving,ruler,ruler,98,tool,52,number,visual,42,5,112,0.200,0.375
a013758,nonliving,ruler,ruler,98,tool,52,plastic,visual,5,52,306,0.019,0.016
a013753,nonliving,ruler,ruler,98,tool,52,rectangle,visual,7,46,215,0.022,0.033
a013757,nonliving,ruler,ruler,98,tool,52,school,visual,5,6,17,0.167,0.294
a013751,nonliving,ruler,ruler,98,tool,52,straight,visual,13,21,47,0.048,0.277
a013752,nonliving,ruler,ruler,98,tool,52,thin,visual,7,71,281,0.014,0.025
a013750,nonliving,ruler,ruler,98,tool,52,wood,visual,14,68,807,0.015,0.017
a013748,nonliving,ruler,ruler,98,tool,52,wooden,visual,24,53,810,0.019,0.030
a013832,nonliving,sailboat,boat,89,transport,39,aquatic,visual,3,11,43,0.091,0.070
a013831,nonliving,sailboat,boat,89,transport,39,big,visual,3,116,414,0.009,0.007
a013820,nonliving,sailboat,boat,89,transport,39,buoyant,visual,7,4,12,0.250,0.583
a013826,nonliving,sailboat,boat,89,transport,39,cloth,visual,4,30,165,0.033,0.024
a013818,nonliving,sailboat,boat,89,transport,39,fast,visual,8,86,614,0.012,0.013
a013812,nonliving,sailboat,boat,89,transport,39,float,visual,17,9,76,0.111,0.224
a013825,nonliving,sailboat,boat,89,transport,39,fun,interoceptive,4,52,219,0.019,0.018
a013824,nonliving,sailboat,boat,89,transport,39,keel,visual,4,1,4,1.000,1.000
a013816,nonliving,sailboat,boat,89,transport,39,large,visual,12,122,864,0.008,0.014
a013830,nonliving,sailboat,boat,89,transport,39,light,visual,3,114,518,0.009,0.006
a013821,nonliving,sailboat,boat,89,transport,39,long,visual,6,128,1235,0.008,0.005
a013815,nonliving,sailboat,boat,89,transport,39,mast,visual,12,1,12,1.000,1.000
a013829,nonliving,sailboat,boat,89,transport,39,move,visual,3,54,121,0.019,0.025
a013822,nonliving,sailboat,boat,89,transport,39,ocean,visual,5,6,38,0.167,0.132
a013839,nonliving,sailboat,boat,89,transport,39,rudder,visual,3,3,5,0.333,0.600
a013810,nonliving,sailboat,boat,89,transport,39,sail,visual,60,3,65,0.333,0.923
a013817,nonliving,sailboat,boat,89,transport,39,sea,visual,10,12,42,0.083,0.238
a013823,nonliving,sailboat,boat,89,transport,39,slow,visual,4,36,200,0.028,0.020
a013828,nonliving,sailboat,boat,89,transport,39,small,visual,3,180,1681,0.006,0.002
a013827,nonliving,sailboat,boat,89,transport,39,transport,visual,3,21,69,0.048,0.043
a013813,nonliving,sailboat,boat,89,transport,39,water,visual,14,45,322,0.022,0.043
a013811,nonliving,sailboat,boat,89,transport,39,wind,haptic,17,17,99,0.059,0.172
a013819,nonliving,sailboat,boat,89,transport,39,wood,visual,7,68,807,0.015,0.009
a013814,nonliving,sailboat,boat,89,transport,39,wooden,visual,12,53,810,0.019,0.015
a013913,nonliving,saltshaker,shaker,74,utensil,16,clear,visual,5,23,133,0.043,0.038
a013921,nonliving,saltshaker,shaker,74,utensil,16,condiment,gustatory,3,2,4,0.500,0.750
a013907,nonliving,saltshaker,shaker,74,utensil,16,container,visual,7,27,91,0.037,0.077
a013914,nonliving,saltshaker,shaker,74,utensil,16,empty,visual,4,18,37,0.056,0.108
a013920,nonliving,saltshaker,shaker,74,utensil,16,fill,visual,3,14,26,0.071,0.115
a013912,nonliving,saltshaker,shaker,74,utensil,16,food,gustatory,5,57,212,0.018,0.024
a013898,nonliving,saltshaker,shaker,74,utensil,16,glass,visual,43,22,473,0.045,0.091
a013919,nonliving,saltshaker,shaker,74,utensil,16,hold,haptic,3,56,176,0.018,0.017
a013902,nonliving,saltshaker,shaker,74,utensil,16,hole,visual,19,29,163,0.034,0.117
a013911,nonliving,saltshaker,shaker,74,utensil,16,hollow,visual,5,48,161,0.021,0.031
a013906,nonliving,saltshaker,shaker,74,utensil,16,lid,visual,7,10,88,0.100,0.080
a013918,nonliving,saltshaker,shaker,74,utensil,16,light,visual,3,114,518,0.009,0.006
a013904,nonliving,saltshaker,shaker,74,utensil,16,metal,visual,9,100,2252,0.010,0.004
a013917,nonliving,saltshaker,shaker,74,utensil,16,open,visual,3,55,181,0.018,0.017
a013900,nonliving,saltshaker,shaker,74,utensil,16,pepper,gustatory,25,1,25,1.000,1.000
a013910,nonliving,saltshaker,shaker,74,utensil,16,round,visual,5,120,1208,0.008,0.004
a013899,nonliving,saltshaker,shaker,74,utensil,16,salt,gustatory,34,11,67,0.091,0.507
a013905,nonliving,saltshaker,shaker,74,utensil,16,seasoning,gustatory,7,2,8,0.500,0.875
a013909,nonliving,saltshaker,shaker,74,utensil,16,shake,interoceptive,6,7,14,0.143,0.429
a013908,nonliving,saltshaker,shaker,74,utensil,16,shaker,visual,6,1,6,1.000,1.000
a013901,nonliving,saltshaker,shaker,74,utensil,16,small,visual,19,180,1681,0.006,0.011
a013916,nonliving,saltshaker,shaker,74,utensil,16,sprinkle,visual,3,2,9,0.500,0.333
a013915,nonliving,saltshaker,shaker,74,utensil,16,transparent,visual,3,8,44,0.125,0.068
a013903,nonliving,saltshaker,shaker,74,utensil,16,white,visual,10,74,534,0.014,0.019
a013974,nonliving,sandwich,sandwich,99,food,99,bread,gustatory,58,6,85,0.167,0.682
a013992,nonliving,sandwich,sandwich,99,food,99,cheese,gustatory,4,6,17,0.167,0.235
a013991,nonliving,sandwich,sandwich,99,food,99,cut,haptic,4,16,154,0.063,0.026
a013988,nonliving,sandwich,sandwich,99,food,99,delicious,gustatory,5,24,54,0.042,0.093
a013998,nonliving,sandwich,sandwich,99,food,99,easy,interoceptive,3,7,9,0.143,0.333
a013987,nonliving,sandwich,sandwich,99,food,99,eat,gustatory,5,41,122,0.024,0.041
a013986,nonliving,sandwich,sandwich,99,food,99,edible,gustatory,5,33,109,0.030,0.046
a013979,nonliving,sandwich,sandwich,99,food,99,fill,visual,8,14,26,0.071,0.308
a013997,nonliving,sandwich,sandwich,99,food,99,flat,visual,3,67,308,0.015,0.010
a013996,nonliving,sandwich,sandwich,99,food,99,good,visual,3,19,22,0.053,0.136
a013985,nonliving,sandwich,sandwich,99,food,99,ham,gustatory,5,2,6,0.500,0.833
a013984,nonliving,sandwich,sandwich,99,food,99,health,interoceptive,5,33,155,0.030,0.032
a013995,nonliving,sandwich,sandwich,99,food,99,layer,visual,3,10,55,0.100,0.055
a013975,nonliving,sandwich,sandwich,99,food,99,lettuce,gustatory,31,1,31,1.000,1.000
a013983,nonliving,sandwich,sandwich,99,food,99,lunch,gustatory,5,1,5,1.000,1.000
a013977,nonliving,sandwich,sandwich,99,food,99,meat,gustatory,24,15,52,0.067,0.462
a013990,nonliving,sandwich,sandwich,99,food,99,nutrition,gustatory,4,12,15,0.083,0.267
a013981,nonliving,sandwich,sandwich,99,food,99,nutritious,gustatory,6,19,51,0.053,0.118
a013978,nonliving,sandwich,sandwich,99,food,99,slice,visual,9,14,60,0.071,0.150
a013982,nonliving,sandwich,sandwich,99,food,99,soft,haptic,5,112,774,0.009,0.006
a013989,nonliving,sandwich,sandwich,99,food,99,square,visual,4,29,127,0.034,0.031
a013976,nonliving,sandwich,sandwich,99,food,99,taste,gustatory,28,43,319,0.023,0.088
a013980,nonliving,sandwich,sandwich,99,food,99,tomato,gustatory,6,1,6,1.000,1.000
a013994,nonliving,sandwich,sandwich,99,food,99,vegetable,gustatory,3,19,57,0.053,0.053
a013993,nonliving,sandwich,sandwich,99,food,99,yummy,gustatory,3,9,14,0.111,0.214
a014054,nonliving,saw,saw,100,tool,96,blade,visual,13,11,129,0.091,0.101
a014052,nonliving,saw,saw,100,tool,96,cut,haptic,22,16,154,0.063,0.143
a014058,nonliving,saw,saw,100,tool,96,danger,interoceptive,5,53,274,0.019,0.018
a014050,nonliving,saw,saw,100,tool,96,handle,haptic,31,65,1126,0.015,0.028
a014057,nonliving,saw,saw,100,tool,96,jagged,visual,7,5,17,0.200,0.412
a014056,nonliving,saw,saw,100,tool,96,long,visual,7,128,1235,0.008,0.006
a014049,nonliving,saw,saw,100,tool,96,metal,visual,41,100,2252,0.010,0.018
a014055,nonliving,saw,saw,100,tool,96,serrated,visual,9,5,14,0.200,0.643
a014048,nonliving,saw,saw,100,tool,96,sharp,haptic,67,50,599,0.020,0.112
a014051,nonliving,saw,saw,100,tool,96,tooth,haptic,24,25,179,0.040,0.134
a014061,nonliving,saw,saw,100,tool,96,tree,visual,3,21,68,0.048,0.044
a014060,nonliving,saw,saw,100,tool,96,useful,visual,3,164,392,0.006,0.008
a014053,nonliving,saw,saw,100,tool,96,wood,visual,18,68,807,0.015,0.022
a014059,nonliving,saw,saw,100,tool,96,work,visual,4,32,64,0.031,0.063
a014104,nonliving,scissors,scissors,100,tool,65,blade,visual,17,11,129,0.091,0.132
a014114,nonliving,scissors,scissors,100,tool,65,craft,visual,3,9,21,0.111,0.143
a014101,nonliving,scissors,scissors,100,tool,65,cut,haptic,50,16,154,0.063,0.325
a014112,nonliving,scissors,scissors,100,tool,65,danger,interoceptive,4,53,274,0.019,0.015
a014103,nonliving,scissors,scissors,100,tool,65,handle,haptic,25,65,1126,0.015,0.022
a014111,nonliving,scissors,scissors,100,tool,65,hard,haptic,4,139,560,0.007,0.007
a014102,nonliving,scissors,scissors,100,tool,65,metal,visual,43,100,2252,0.010,0.019
a014105,nonliving,scissors,scissors,100,tool,65,paper,visual,7,22,155,0.045,0.045
a014108,nonliving,scissors,scissors,100,tool,65,point,visual,5,38,307,0.026,0.016
a014107,nonliving,scissors,scissors,100,tool,65,pointy,haptic,5,44,210,0.023,0.024
a014113,nonliving,scissors,scissors,100,tool,65,sew,visual,3,12,88,0.083,0.034
a014100,nonliving,scissors,scissors,100,tool,65,sharp,haptic,69,50,599,0.020,0.115
a014110,nonliving,scissors,scissors,100,tool,65,silver,visual,4,38,128,0.026,0.031
a014106,nonliving,scissors,scissors,100,tool,65,small,visual,5,180,1681,0.006,0.003
a014109,nonliving,scissors,scissors,100,tool,65,useful,visual,4,164,392,0.006,0.010
a014189,nonliving,screw,screw,94,tool,59,attach,visual,3,19,29,0.053,0.103
a014188,nonliving,screw,screw,94,tool,59,cylinder,visual,3,34,97,0.029,0.031
a014173,nonliving,screw,screw,94,tool,59,drill,visual,6,2,7,0.500,0.857
a014172,nonliving,screw,screw,94,tool,59,fasten,visual,7,14,44,0.071,0.159
a014187,nonliving,screw,screw,94,tool,59,flat,visual,3,67,308,0.015,0.010
a014186,nonliving,screw,screw,94,tool,59,groove,visual,3,8,22,0.125,0.136
a014176,nonliving,screw,screw,94,tool,59,hard,haptic,5,139,560,0.007,0.009
a014170,nonliving,screw,screw,94,tool,59,head,visual,7,43,166,0.023,0.042
a014185,nonliving,screw,screw,94,tool,59,hold,haptic,3,56,176,0.018,0.017
a014175,nonliving,screw,screw,94,tool,59,long,visual,5,128,1235,0.008,0.004
a014162,nonliving,screw,screw,94,tool,59,metal,visual,50,100,2252,0.010,0.022
a014166,nonliving,screw,screw,94,tool,59,point,visual,13,38,307,0.026,0.042
a014167,nonliving,screw,screw,94,tool,59,pointy,haptic,11,44,210,0.023,0.052
a014171,nonliving,screw,screw,94,tool,59,ridge,visual,6,12,25,0.083,0.240
a014179,nonliving,screw,screw,94,tool,59,screwdriver,visual,4,1,4,1.000,1.000
a014163,nonliving,screw,screw,94,tool,59,sharp,haptic,26,50,599,0.020,0.043
a014178,nonliving,screw,screw,94,tool,59,silver,visual,4,38,128,0.026,0.031
a014177,nonliving,screw,screw,94,tool,59,slot,visual,4,6,21,0.167,0.190
a014164,nonliving,screw,screw,94,tool,59,small,visual,23,180,1681,0.006,0.014
a014184,nonliving,screw,screw,94,tool,59,spin,visual,3,14,132,0.071,0.023
a014169,nonliving,screw,screw,94,tool,59,spiral,visual,7,3,13,0.333,0.538
a014165,nonliving,screw,screw,94,tool,59,thread,haptic,19,14,112,0.071,0.170
a014183,nonliving,screw,screw,94,tool,59,tight,haptic,3,29,100,0.034,0.030
a014174,nonliving,screw,screw,94,tool,59,turn,visual,5,16,87,0.063,0.057
a014168,nonliving,screw,screw,94,tool,59,twist,visual,7,10,39,0.100,0.179
a014182,nonliving,screw,screw,94,tool,59,useful,visual,3,164,392,0.006,0.008
a014181,nonliving,screw,screw,94,tool,59,wall,visual,3,11,18,0.091,0.167
a014180,nonliving,screw,screw,94,tool,59,wood,visual,3,68,807,0.015,0.004
a014261,nonliving,screwdriver,screwdriver,96,tool,97,blade,visual,3,11,129,0.091,0.023
a014260,nonliving,screwdriver,screwdriver,96,tool,97,fasten,visual,3,14,44,0.071,0.068
a014242,nonliving,screwdriver,screwdriver,96,tool,97,flat,visual,22,67,308,0.015,0.071
a014241,nonliving,screwdriver,screwdriver,96,tool,97,handle,haptic,36,65,1126,0.015,0.032
a014252,nonliving,screwdriver,screwdriver,96,tool,97,handy,visual,5,25,37,0.040,0.135
a014256,nonliving,screwdriver,screwdriver,96,tool,97,hard,haptic,4,139,560,0.007,0.007
a014255,nonliving,screwdriver,screwdriver,96,tool,97,head,visual,4,43,166,0.023,0.024
a014259,nonliving,screwdriver,screwdriver,96,tool,97,light,visual,3,114,518,0.009,0.006
a014243,nonliving,screwdriver,screwdriver,96,tool,97,long,visual,21,128,1235,0.008,0.017
a014240,nonliving,screwdriver,screwdriver,96,tool,97,metal,visual,46,100,2252,0.010,0.020
a014254,nonliving,screwdriver,screwdriver,96,tool,97,plastic,visual,4,52,306,0.019,0.013
a014251,nonliving,screwdriver,screwdriver,96,tool,97,pointy,haptic,5,44,210,0.023,0.024
a014244,nonliving,screwdriver,screwdriver,96,tool,97,screw,visual,19,17,101,0.059,0.188
a014258,nonliving,screwdriver,screwdriver,96,tool,97,shaft,visual,3,7,11,0.143,0.273
a014246,nonliving,screwdriver,screwdriver,96,tool,97,sharp,haptic,8,50,599,0.020,0.013
a014253,nonliving,screwdriver,screwdriver,96,tool,97,skinny,visual,4,28,48,0.036,0.083
a014248,nonliving,screwdriver,screwdriver,96,tool,97,small,visual,7,180,1681,0.006,0.004
a014249,nonliving,screwdriver,screwdriver,96,tool,97,thin,visual,6,71,281,0.014,0.021
a014247,nonliving,screwdriver,screwdriver,96,tool,97,tight,haptic,7,29,100,0.034,0.070
a014245,nonliving,screwdriver,screwdriver,96,tool,97,turn,visual,8,16,87,0.063,0.092
a014257,nonliving,screwdriver,screwdriver,96,tool,97,twist,visual,3,10,39,0.100,0.077
a014250,nonliving,screwdriver,screwdriver,96,tool,97,useful,visual,5,164,392,0.006,0.013
a014324,living,sea_horse,seahorse,96,animal,58,aquatic,visual,10,11,43,0.091,0.233
a014350,living,sea_horse,seahorse,96,animal,58,color,visual,3,73,478,0.014,0.006
a014328,living,sea_horse,seahorse,96,animal,58,curl,visual,6,3,12,0.333,0.500
a014338,living,sea_horse,seahorse,96,animal,58,cute,visual,4,39,140,0.026,0.029
a014332,living,sea_horse,seahorse,96,animal,58,fast,visual,5,86,614,0.012,0.008
a014322,living,sea_horse,seahorse,96,animal,58,fin,visual,13,5,70,0.200,0.186
a014349,living,sea_horse,seahorse,96,animal,58,fish,visual,3,8,18,0.125,0.167
a014348,living,sea_horse,seahorse,96,animal,58,float,visual,3,9,76,0.111,0.039
a014337,living,sea_horse,seahorse,96,animal,58,gill,visual,4,3,39,0.333,0.103
a014347,living,sea_horse,seahorse,96,animal,58,hard,haptic,3,139,560,0.007,0.005
a014336,living,sea_horse,seahorse,96,animal,58,horse,visual,4,5,23,0.200,0.174
a014346,living,sea_horse,seahorse,96,animal,58,male,visual,3,10,28,0.100,0.107
a014345,living,sea_horse,seahorse,96,animal,58,marine,visual,3,6,9,0.167,0.333
a014344,living,sea_horse,seahorse,96,animal,58,mouth,visual,3,18,37,0.056,0.081
a014335,living,sea_horse,seahorse,96,animal,58,nose,visual,4,18,55,0.056,0.073
a014326,living,sea_horse,seahorse,96,animal,58,ocean,visual,8,6,38,0.167,0.211
a014343,living,sea_horse,seahorse,96,animal,58,pretty,visual,3,39,130,0.026,0.023
a014342,living,sea_horse,seahorse,96,animal,58,quick,visual,3,32,56,0.031,0.054
a014321,living,sea_horse,seahorse,96,animal,58,scale,visual,15,14,134,0.071,0.112
a014325,living,sea_horse,seahorse,96,animal,58,sea,visual,8,12,42,0.083,0.190
