sorting,domain,item_picture,basic_level_concept,basic_level_concept_prod_freq,superordinate_category,superordinate_category_prod_freq,feature_name,feature_sensorimotor_dominant,feature_prod_freq,feature_occ,feature_total_prod_freq,feature_distinct,feature_cv
a008685,living,horse,horse,99,animal,88,tail,visual,30,41,643,0.024,0.047
a008688,living,horse,horse,99,animal,88,tall,visual,18,52,402,0.019,0.045
a008781,nonliving,house,house,89,building,59,big,visual,4,116,414,0.009,0.010
a008774,nonliving,house,house,89,building,59,brick,visual,6,4,26,0.250,0.231
a008765,nonliving,house,house,89,building,59,chimney,visual,22,1,22,1.000,1.000
a008776,nonliving,house,house,89,building,59,comfort,interoceptive,5,29,169,0.034,0.030
a008770,nonliving,house,house,89,building,59,cozy,interoceptive,8,12,31,0.083,0.258
a008763,nonliving,house,house,89,building,59,door,visual,36,13,135,0.077,0.267
a008775,nonliving,house,house,89,building,59,family,visual,5,6,10,0.167,0.500
a008766,nonliving,house,house,89,building,59,home,visual,15,12,27,0.083,0.556
a008783,nonliving,house,house,89,building,59,house,visual,3,33,48,0.030,0.063
a008767,nonliving,house,house,89,building,59,large,visual,14,122,864,0.008,0.016
a008773,nonliving,house,house,89,building,59,live,visual,6,1,6,1.000,1.000
a008782,nonliving,house,house,89,building,59,rectangle,visual,3,46,215,0.022,0.014
a008764,nonliving,house,house,89,building,59,roof,visual,23,5,46,0.200,0.500
a008780,nonliving,house,house,89,building,59,room,visual,4,10,15,0.100,0.267
a008769,nonliving,house,house,89,building,59,safe,visual,8,52,129,0.019,0.062
a008772,nonliving,house,house,89,building,59,shelter,visual,6,3,10,0.333,0.600
a008779,nonliving,house,house,89,building,59,small,visual,4,180,1681,0.006,0.002
a008778,nonliving,house,house,89,building,59,sturdy,visual,4,84,242,0.012,0.017
a008768,nonliving,house,house,89,building,59,warm,haptic,10,53,600,0.019,0.017
a008762,nonliving,house,house,89,building,59,window,visual,38,13,117,0.077,0.325
a008777,nonliving,house,house,89,building,59,wood,visual,4,68,807,0.015,0.005
a008771,nonliving,house,house,89,building,59,wooden,visual,6,53,810,0.019,0.007
a008842,nonliving,iron,iron,99,appliance,44,clothe,visual,17,27,143,0.037,0.119
a008848,nonliving,iron,iron,99,appliance,44,cord,visual,6,9,75,0.111,0.080
a008854,nonliving,iron,iron,99,appliance,44,danger,interoceptive,3,53,274,0.019,0.011
a008847,nonliving,iron,iron,99,appliance,44,electric,haptic,6,17,215,0.059,0.028
a008840,nonliving,iron,iron,99,appliance,44,flat,visual,20,67,308,0.015,0.065
a008844,nonliving,iron,iron,99,appliance,44,handle,haptic,10,65,1126,0.015,0.009
a008852,nonliving,iron,iron,99,appliance,44,hard,haptic,4,139,560,0.007,0.007
a008843,nonliving,iron,iron,99,appliance,44,heat,haptic,13,14,103,0.071,0.126
a008841,nonliving,iron,iron,99,appliance,44,heavy,haptic,17,109,772,0.009,0.022
a008837,nonliving,iron,iron,99,appliance,44,hot,haptic,66,28,319,0.036,0.207
a008839,nonliving,iron,iron,99,appliance,44,metal,visual,33,100,2252,0.010,0.015
a008845,nonliving,iron,iron,99,appliance,44,press,haptic,7,2,9,0.500,0.778
a008851,nonliving,iron,iron,99,appliance,44,small,visual,4,180,1681,0.006,0.002
a008846,nonliving,iron,iron,99,appliance,44,smooth,haptic,6,166,381,0.006,0.016
a008838,nonliving,iron,iron,99,appliance,44,steam,visual,39,6,70,0.167,0.557
a008850,nonliving,iron,iron,99,appliance,44,useful,visual,4,164,392,0.006,0.010
a008849,nonliving,iron,iron,99,appliance,44,water,visual,4,45,322,0.022,0.012
a008853,nonliving,iron,iron,99,appliance,44,wrinkle,visual,3,14,30,0.071,0.100
a008900,nonliving,ironing_board,board,45,tool,13,board,visual,6,8,16,0.125,0.375
a008893,nonliving,ironing_board,board,45,tool,13,clothe,visual,15,27,143,0.037,0.105
a008899,nonliving,ironing_board,board,45,tool,13,cover,visual,6,37,138,0.027,0.043
a008907,nonliving,ironing_board,board,45,tool,13,fabric,haptic,3,27,168,0.037,0.018
a008888,nonliving,ironing_board,board,45,tool,13,flat,visual,38,67,308,0.015,0.123
a008891,nonliving,ironing_board,board,45,tool,13,fold,visual,19,11,51,0.091,0.373
a008901,nonliving,ironing_board,board,45,tool,13,foot,visual,5,58,241,0.017,0.021
a008906,nonliving,ironing_board,board,45,tool,13,hard,haptic,3,139,560,0.007,0.005
a008898,nonliving,ironing_board,board,45,tool,13,hot,haptic,6,28,319,0.036,0.019
a008890,nonliving,ironing_board,board,45,tool,13,iron,visual,27,19,65,0.053,0.415
a008889,nonliving,ironing_board,board,45,tool,13,leg,visual,27,65,662,0.015,0.041
a008896,nonliving,ironing_board,board,45,tool,13,long,visual,8,128,1235,0.008,0.006
a008892,nonliving,ironing_board,board,45,tool,13,metal,visual,15,100,2252,0.010,0.007
a008903,nonliving,ironing_board,board,45,tool,13,smooth,haptic,4,166,381,0.006,0.010
a008905,nonliving,ironing_board,board,45,tool,13,soft,haptic,3,112,774,0.009,0.004
a008897,nonliving,ironing_board,board,45,tool,13,steam,visual,6,6,70,0.167,0.086
a008895,nonliving,ironing_board,board,45,tool,13,sturdy,visual,9,84,242,0.012,0.037
a008894,nonliving,ironing_board,board,45,tool,13,tall,visual,13,52,402,0.019,0.032
a008904,nonliving,ironing_board,board,45,tool,13,top,visual,3,22,57,0.045,0.053
a008902,nonliving,ironing_board,board,45,tool,13,useful,visual,4,164,392,0.006,0.010
a008977,nonliving,jacket,jacket,60,clothing,96,button,haptic,42,21,296,0.048,0.142
a008986,nonliving,jacket,jacket,60,clothing,96,cloth,visual,5,30,165,0.033,0.030
a008992,nonliving,jacket,jacket,60,clothing,96,cold,haptic,4,50,240,0.020,0.017
a008978,nonliving,jacket,jacket,60,clothing,96,collar,visual,17,9,97,0.111,0.175
a008991,nonliving,jacket,jacket,60,clothing,96,comfort,interoceptive,4,29,169,0.034,0.024
a008997,nonliving,jacket,jacket,60,clothing,96,cotton,haptic,3,23,117,0.043,0.026
a008996,nonliving,jacket,jacket,60,clothing,96,dress,visual,3,20,71,0.050,0.042
a008982,nonliving,jacket,jacket,60,clothing,96,fabric,haptic,6,27,168,0.037,0.036
a008990,nonliving,jacket,jacket,60,clothing,96,fashion,visual,4,21,81,0.048,0.049
a008989,nonliving,jacket,jacket,60,clothing,96,heavy,haptic,4,109,772,0.009,0.005
a008995,nonliving,jacket,jacket,60,clothing,96,leather,visual,3,27,336,0.037,0.009
a008994,nonliving,jacket,jacket,60,clothing,96,light,visual,3,114,518,0.009,0.006
a008985,nonliving,jacket,jacket,60,clothing,96,long,visual,5,128,1235,0.008,0.004
a008984,nonliving,jacket,jacket,60,clothing,96,longsleeve,NA,5,5,32,0.200,0.156
a008988,nonliving,jacket,jacket,60,clothing,96,outerwear,visual,4,2,7,0.500,0.571
a008975,nonliving,jacket,jacket,60,clothing,96,pocket,visual,47,8,142,0.125,0.331
a008987,nonliving,jacket,jacket,60,clothing,96,protect,visual,4,39,284,0.026,0.014
a008979,nonliving,jacket,jacket,60,clothing,96,sleeve,visual,16,7,122,0.143,0.131
a008981,nonliving,jacket,jacket,60,clothing,96,soft,haptic,6,112,774,0.009,0.008
a008983,nonliving,jacket,jacket,60,clothing,96,style,visual,5,27,95,0.037,0.053
a008976,nonliving,jacket,jacket,60,clothing,96,warm,haptic,44,53,600,0.019,0.073
a008980,nonliving,jacket,jacket,60,clothing,96,wear,haptic,8,32,145,0.031,0.055
a008993,nonliving,jacket,jacket,60,clothing,96,wool,haptic,3,17,142,0.059,0.021
a009053,living,kangaroo,kangaroo,100,animal,81,australia,NA,11,3,15,0.333,0.733
a009071,living,kangaroo,kangaroo,100,animal,81,australian,NA,3,1,3,1.000,1.000
a009063,living,kangaroo,kangaroo,100,animal,81,baby,visual,6,7,48,0.143,0.125
a009070,living,kangaroo,kangaroo,100,animal,81,big,visual,4,116,414,0.009,0.010
a009069,living,kangaroo,kangaroo,100,animal,81,bounce,visual,4,6,70,0.167,0.057
a009058,living,kangaroo,kangaroo,100,animal,81,brown,visual,7,93,455,0.011,0.015
a009068,living,kangaroo,kangaroo,100,animal,81,danger,interoceptive,4,53,274,0.019,0.015
a009055,living,kangaroo,kangaroo,100,animal,81,fast,visual,8,86,614,0.012,0.013
a009062,living,kangaroo,kangaroo,100,animal,81,foot,visual,6,58,241,0.017,0.025
a009052,living,kangaroo,kangaroo,100,animal,81,fur,visual,15,40,580,0.025,0.026
a009051,living,kangaroo,kangaroo,100,animal,81,hop,visual,21,5,77,0.200,0.273
a009054,living,kangaroo,kangaroo,100,animal,81,joey,NA,10,1,10,1.000,1.000
a009049,living,kangaroo,kangaroo,100,animal,81,jump,visual,30,15,118,0.067,0.254
a009067,living,kangaroo,kangaroo,100,animal,81,kick,visual,4,11,24,0.091,0.167
a009057,living,kangaroo,kangaroo,100,animal,81,large,visual,7,122,864,0.008,0.008
a009061,living,kangaroo,kangaroo,100,animal,81,leg,visual,6,65,662,0.015,0.009
a009060,living,kangaroo,kangaroo,100,animal,81,makeup,visual,6,27,105,0.037,0.057
a009065,living,kangaroo,kangaroo,100,animal,81,marsupial,visual,5,1,5,1.000,1.000
a009064,living,kangaroo,kangaroo,100,animal,81,pocket,visual,5,8,142,0.125,0.035
a009048,living,kangaroo,kangaroo,100,animal,81,pouch,visual,50,3,53,0.333,0.943
a009056,living,kangaroo,kangaroo,100,animal,81,strong,visual,7,72,310,0.014,0.023
a009050,living,kangaroo,kangaroo,100,animal,81,tail,visual,23,41,643,0.024,0.036
a009059,living,kangaroo,kangaroo,100,animal,81,tall,visual,6,52,402,0.019,0.015
a009066,living,kangaroo,kangaroo,100,animal,81,wild,visual,4,23,67,0.043,0.060
a009118,nonliving,kettle,kettle,67,kitchen,20,boil,visual,14,7,37,0.143,0.378
a009130,nonliving,kettle,kettle,67,kitchen,20,coffee,gustatory,3,5,25,0.200,0.120
a009112,nonliving,kettle,kettle,67,kitchen,20,handle,haptic,38,65,1126,0.015,0.034
a009127,nonliving,kettle,kettle,67,kitchen,20,hard,haptic,4,139,560,0.007,0.007
a009121,nonliving,kettle,kettle,67,kitchen,20,heat,haptic,8,14,103,0.071,0.078
a009126,nonliving,kettle,kettle,67,kitchen,20,heavy,haptic,4,109,772,0.009,0.005
a009125,nonliving,kettle,kettle,67,kitchen,20,hollow,visual,4,48,161,0.021,0.025
a009114,nonliving,kettle,kettle,67,kitchen,20,hot,haptic,24,28,319,0.036,0.075
a009122,nonliving,kettle,kettle,67,kitchen,20,lid,visual,7,10,88,0.100,0.080
a009124,nonliving,kettle,kettle,67,kitchen,20,loud,auditory,4,62,595,0.016,0.007
a009111,nonliving,kettle,kettle,67,kitchen,20,metal,visual,42,100,2252,0.010,0.019
a009129,nonliving,kettle,kettle,67,kitchen,20,pour,visual,3,7,43,0.143,0.070
a009120,nonliving,kettle,kettle,67,kitchen,20,round,visual,8,120,1208,0.008,0.007
a009128,nonliving,kettle,kettle,67,kitchen,20,small,visual,3,180,1681,0.006,0.002
a009113,nonliving,kettle,kettle,67,kitchen,20,spout,visual,29,6,81,0.167,0.358
a009117,nonliving,kettle,kettle,67,kitchen,20,steam,visual,15,6,70,0.167,0.214
a009123,nonliving,kettle,kettle,67,kitchen,20,stove,visual,4,5,14,0.200,0.286
a009115,nonliving,kettle,kettle,67,kitchen,20,tea,gustatory,21,7,38,0.143,0.553
a009116,nonliving,kettle,kettle,67,kitchen,20,water,visual,15,45,322,0.022,0.047
a009119,nonliving,kettle,kettle,67,kitchen,20,whistle,auditory,11,4,15,0.250,0.733
a009183,nonliving,key,key,100,tool,34,brass,visual,4,11,117,0.091,0.034
a009187,nonliving,key,key,100,tool,34,cut,haptic,3,16,154,0.063,0.019
a009171,nonliving,key,key,100,tool,34,door,visual,8,13,135,0.077,0.059
a009182,nonliving,key,key,100,tool,34,gold,visual,4,20,111,0.050,0.036
a009170,nonliving,key,key,100,tool,34,groove,visual,9,8,22,0.125,0.409
a009175,nonliving,key,key,100,tool,34,hard,haptic,6,139,560,0.007,0.011
a009178,nonliving,key,key,100,tool,34,hole,visual,5,29,163,0.034,0.031
a009172,nonliving,key,key,100,tool,34,jagged,visual,7,5,17,0.200,0.412
a009186,nonliving,key,key,100,tool,34,lightweight,haptic,3,64,94,0.016,0.032
a009166,nonliving,key,key,100,tool,34,lock,visual,26,13,94,0.077,0.277
a009181,nonliving,key,key,100,tool,34,long,visual,4,128,1235,0.008,0.003
a009164,nonliving,key,key,100,tool,34,metal,visual,60,100,2252,0.010,0.027
a009185,nonliving,key,key,100,tool,34,notch,visual,3,7,15,0.143,0.200
a009169,nonliving,key,key,100,tool,34,open,visual,10,55,181,0.018,0.055
a009174,nonliving,key,key,100,tool,34,ridge,visual,6,12,25,0.083,0.240
a009173,nonliving,key,key,100,tool,34,safe,visual,6,52,129,0.019,0.047
a009180,nonliving,key,key,100,tool,34,secure,visual,4,23,60,0.043,0.067
a009177,nonliving,key,key,100,tool,34,sharp,haptic,5,50,599,0.020,0.008
a009184,nonliving,key,key,100,tool,34,shine,visual,3,65,197,0.015,0.015
a009165,nonliving,key,key,100,tool,34,small,visual,39,180,1681,0.006,0.023
a009168,nonliving,key,key,100,tool,34,tooth,haptic,10,25,179,0.040,0.056
a009179,nonliving,key,key,100,tool,34,unique,visual,4,22,28,0.045,0.143
a009167,nonliving,key,key,100,tool,34,unlock,visual,11,3,14,0.333,0.786
a009176,nonliving,key,key,100,tool,34,useful,visual,5,164,392,0.006,0.013
a009239,nonliving,kite,kite,100,toy,72,color,visual,12,73,478,0.014,0.025
a009253,nonliving,kite,kite,100,toy,72,delicate,haptic,3,39,85,0.026,0.035
a009249,nonliving,kite,kite,100,toy,72,diamond,visual,4,4,20,0.250,0.200
a009242,nonliving,kite,kite,100,toy,72,fabric,haptic,8,27,168,0.037,0.048
a009245,nonliving,kite,kite,100,toy,72,float,visual,5,9,76,0.111,0.066
a009235,nonliving,kite,kite,100,toy,72,fly,visual,41,26,355,0.038,0.115
a009252,nonliving,kite,kite,100,toy,72,frame,visual,3,12,68,0.083,0.044
a009241,nonliving,kite,kite,100,toy,72,fun,interoceptive,8,52,219,0.019,0.037
a009248,nonliving,kite,kite,100,toy,72,high,visual,4,20,59,0.050,0.068
a009237,nonliving,kite,kite,100,toy,72,light,visual,17,114,518,0.009,0.033
a009247,nonliving,kite,kite,100,toy,72,lightweight,haptic,4,64,94,0.016,0.043
a009246,nonliving,kite,kite,100,toy,72,long,visual,4,128,1235,0.008,0.003
a009240,nonliving,kite,kite,100,toy,72,paper,visual,8,22,155,0.045,0.052
a009244,nonliving,kite,kite,100,toy,72,plastic,visual,5,52,306,0.019,0.016
a009243,nonliving,kite,kite,100,toy,72,sky,visual,5,10,53,0.100,0.094
a009251,nonliving,kite,kite,100,toy,72,soar,visual,3,2,5,0.500,0.600
a009234,nonliving,kite,kite,100,toy,72,string,visual,57,23,406,0.043,0.140
a009236,nonliving,kite,kite,100,toy,72,tail,visual,32,41,643,0.024,0.050
a009250,nonliving,kite,kite,100,toy,72,triangle,visual,3,8,21,0.125,0.143
a009238,nonliving,kite,kite,100,toy,72,wind,haptic,15,17,99,0.059,0.152
a009311,nonliving,knife,knife,98,utensil,43,blade,visual,10,11,129,0.091,0.078
a009310,nonliving,knife,knife,98,utensil,43,butter,gustatory,14,8,42,0.125,0.333
a009305,nonliving,knife,knife,98,utensil,43,cut,haptic,25,16,154,0.063,0.162
a009309,nonliving,knife,knife,98,utensil,43,dull,visual,14,2,15,0.500,0.933
a009315,nonliving,knife,knife,98,utensil,43,eat,gustatory,5,41,122,0.024,0.041
a009320,nonliving,knife,knife,98,utensil,43,flat,visual,4,67,308,0.015,0.013
a009319,nonliving,knife,knife,98,utensil,43,food,gustatory,4,57,212,0.018,0.019
a009308,nonliving,knife,knife,98,utensil,43,handle,haptic,14,65,1126,0.015,0.012
a009306,nonliving,knife,knife,98,utensil,43,long,visual,15,128,1235,0.008,0.012
a009303,nonliving,knife,knife,98,utensil,43,metal,visual,48,100,2252,0.010,0.021
a009304,nonliving,knife,knife,98,utensil,43,sharp,haptic,39,50,599,0.020,0.065
a009322,nonliving,knife,knife,98,utensil,43,shine,visual,3,65,197,0.015,0.015
a009307,nonliving,knife,knife,98,utensil,43,silver,visual,14,38,128,0.026,0.109
a009321,nonliving,knife,knife,98,utensil,43,silverware,visual,3,3,7,0.333,0.429
a009318,nonliving,knife,knife,98,utensil,43,small,visual,4,180,1681,0.006,0.002
a009313,nonliving,knife,knife,98,utensil,43,smooth,haptic,7,166,381,0.006,0.018
a009312,nonliving,knife,knife,98,utensil,43,spread,visual,8,6,14,0.167,0.571
a009317,nonliving,knife,knife,98,utensil,43,steel,visual,4,36,72,0.028,0.056
a009314,nonliving,knife,knife,98,utensil,43,thin,visual,5,71,281,0.014,0.018
a009316,nonliving,knife,knife,98,utensil,43,useful,visual,4,164,392,0.006,0.010
a009383,nonliving,ladder,ladder,98,tool,76,adjust,visual,4,13,28,0.077,0.143
a009372,nonliving,ladder,ladder,98,tool,76,climb,visual,30,13,68,0.077,0.441
a009381,nonliving,ladder,ladder,98,tool,76,danger,interoceptive,5,53,274,0.019,0.018
a009380,nonliving,ladder,ladder,98,tool,76,extend,visual,5,7,13,0.143,0.385
a009382,nonliving,ladder,ladder,98,tool,76,heavy,haptic,4,109,772,0.009,0.005
a009379,nonliving,ladder,ladder,98,tool,76,height,visual,7,7,15,0.143,0.467
a009389,nonliving,ladder,ladder,98,tool,76,high,visual,3,20,59,0.050,0.051
a009388,nonliving,ladder,ladder,98,tool,76,lean,visual,3,1,3,1.000,1.000
a009375,nonliving,ladder,ladder,98,tool,76,long,visual,16,128,1235,0.008,0.013
a009373,nonliving,ladder,ladder,98,tool,76,metal,visual,27,100,2252,0.010,0.012
a009387,nonliving,ladder,ladder,98,tool,76,rail,visual,3,3,17,0.333,0.176
a009386,nonliving,ladder,ladder,98,tool,76,roof,visual,3,5,46,0.200,0.065
a009371,nonliving,ladder,ladder,98,tool,76,rung,visual,30,2,31,0.500,0.968
a009374,nonliving,ladder,ladder,98,tool,76,step,visual,23,4,35,0.250,0.657
a009385,nonliving,ladder,ladder,98,tool,76,strong,visual,3,72,310,0.014,0.010
a009377,nonliving,ladder,ladder,98,tool,76,sturdy,visual,9,84,242,0.012,0.037
a009370,nonliving,ladder,ladder,98,tool,76,tall,visual,38,52,402,0.019,0.095
a009384,nonliving,ladder,ladder,98,tool,76,useful,visual,3,164,392,0.006,0.008
a009376,nonliving,ladder,ladder,98,tool,76,wood,visual,9,68,807,0.015,0.011
a009378,nonliving,ladder,ladder,98,tool,76,wooden,visual,8,53,810,0.019,0.010
a009454,nonliving,lamp,lamp,99,furniture,38,base,visual,7,24,40,0.042,0.175
a009461,nonliving,lamp,lamp,99,furniture,38,break,visual,4,25,77,0.040,0.052
a009449,nonliving,lamp,lamp,99,furniture,38,bright,visual,36,31,268,0.032,0.134
a009451,nonliving,lamp,lamp,99,furniture,38,bulb,visual,17,11,31,0.091,0.548
a009457,nonliving,lamp,lamp,99,furniture,38,ceramic,visual,6,7,75,0.143,0.080
a009452,nonliving,lamp,lamp,99,furniture,38,decor,visual,15,32,92,0.031,0.163
a009450,nonliving,lamp,lamp,99,furniture,38,electric,haptic,21,17,215,0.059,0.098
a009456,nonliving,lamp,lamp,99,furniture,38,fragile,haptic,6,38,143,0.026,0.042
a009453,nonliving,lamp,lamp,99,furniture,38,glass,visual,7,22,473,0.045,0.015
a009466,nonliving,lamp,lamp,99,furniture,38,hard,haptic,3,139,560,0.007,0.005
a009458,nonliving,lamp,lamp,99,furniture,38,heavy,haptic,5,109,772,0.009,0.006
a009460,nonliving,lamp,lamp,99,furniture,38,illuminate,visual,4,8,18,0.125,0.222
a009447,nonliving,lamp,lamp,99,furniture,38,light,visual,51,114,518,0.009,0.098
a009455,nonliving,lamp,lamp,99,furniture,38,round,visual,6,120,1208,0.008,0.005
a009448,nonliving,lamp,lamp,99,furniture,38,shade,visual,42,10,64,0.100,0.656
a009465,nonliving,lamp,lamp,99,furniture,38,smooth,haptic,3,166,381,0.006,0.008
a009464,nonliving,lamp,lamp,99,furniture,38,switch,visual,3,5,20,0.200,0.150
a009463,nonliving,lamp,lamp,99,furniture,38,table,visual,3,9,20,0.111,0.150
a009462,nonliving,lamp,lamp,99,furniture,38,vase,visual,3,1,3,1.000,1.000
a009459,nonliving,lamp,lamp,99,furniture,38,warm,haptic,4,53,600,0.019,0.007
a009529,living,leaf,leaf,99,plant,45,autumn,visual,4,4,8,0.250,0.500
a009522,living,leaf,leaf,99,plant,45,brown,visual,8,93,455,0.011,0.018
a009519,living,leaf,leaf,99,plant,45,color,visual,13,73,478,0.014,0.027
a009535,living,leaf,leaf,99,plant,45,crisp,haptic,3,16,70,0.063,0.043
a009528,living,leaf,leaf,99,plant,45,crunch,auditory,4,19,123,0.053,0.033
a009527,living,leaf,leaf,99,plant,45,delicate,haptic,4,39,85,0.026,0.047
a009515,living,leaf,leaf,99,plant,45,fall,visual,21,9,32,0.111,0.656
a009525,living,leaf,leaf,99,plant,45,flat,visual,6,67,308,0.015,0.019
a009526,living,leaf,leaf,99,plant,45,foliage,visual,4,2,5,0.500,0.800
a009524,living,leaf,leaf,99,plant,45,fragile,haptic,6,38,143,0.026,0.042
a009513,living,leaf,leaf,99,plant,45,green,visual,45,37,826,0.027,0.054
a009534,living,leaf,leaf,99,plant,45,life,visual,3,19,35,0.053,0.086
a009518,living,leaf,leaf,99,plant,45,light,visual,15,114,518,0.009,0.029
a009533,living,leaf,leaf,99,plant,45,lightweight,haptic,3,64,94,0.016,0.032
a009523,living,leaf,leaf,99,plant,45,maple,visual,6,1,6,1.000,1.000
a009532,living,leaf,leaf,99,plant,45,photosynthesis,visual,3,1,3,1.000,1.000
a009531,living,leaf,leaf,99,plant,45,red,visual,3,43,709,0.023,0.004
a009521,living,leaf,leaf,99,plant,45,small,visual,9,180,1681,0.006,0.005
a009530,living,leaf,leaf,99,plant,45,soft,haptic,3,112,774,0.009,0.004
a009514,living,leaf,leaf,99,plant,45,stem,visual,21,31,270,0.032,0.078
a009520,living,leaf,leaf,99,plant,45,thin,visual,12,71,281,0.014,0.043
